student_id,gender,department,attendance,internal_marks,assignment_score,previous_cgpa,backlogs,study_hours,at_risk
S03965,Male,IT,100,67,93,6.77,0,4.8,0
S03966,Male,Computer,57,44,38,4.87,3,1.6,1
S03967,Male,AI,92,70,86,8.56,0,7.5,0
S03968,Male,AI,93,88,65,9.8,0,5.8,0
S03969,Male,AI,93,88,61,9.13,1,6.9,0
S03970,Female,IT,82,63,55,8.4,0,5.6,0
S03971,Male,Computer,90,82,73,8.18,0,6.6,0
S03972,Female,IT,66,71,84,8.77,0,6.8,0
S03973,Male,IT,92,81,70,8.05,0,5.6,0
S03974,Female,IT,84,72,94,8.48,0,4.9,0
S03975,Female,AI,53,47,48,6.77,3,2.8,1
S03976,Female,Computer,55,45,62,5.61,3,1.4,1
S03977,Female,Computer,89,92,55,9.46,1,4.3,0
S03978,Female,IT,98,59,62,8.81,0,7.2,0
S03979,Male,Computer,73,72,79,8.46,0,3.9,0
S03980,Male,Computer,79,86,100,8.45,0,3.3,0
S03981,Female,AI,78,87,81,8.22,0,6.5,0
S03982,Female,IT,68,71,76,7.65,1,6.4,0
S03983,Female,AI,90,96,97,9.71,0,7.1,0
S03984,Female,AI,65,58,77,7.68,0,7.6,0
S03985,Female,AI,81,93,71,7.25,1,7.6,0
S03986,Male,IT,58,38,51,6.72,2,1.6,1
S03987,Female,IT,46,44,44,4.98,3,2.5,1
S03988,Female,IT,71,78,63,6.68,0,3.4,0
S03989,Male,AI,87,97,97,6.58,0,5.0,0
S03990,Male,Computer,100,75,58,8.4,0,7.9,0
S03991,Male,Computer,97,85,82,7.94,0,3.9,0
S03992,Female,AI,68,72,63,7.23,0,3.0,0
S03993,Male,AI,69,86,57,6.63,0,3.6,0
S03994,Male,AI,94,96,73,8.53,1,4.8,0
S03995,Male,IT,95,56,100,7.13,1,3.5,0
S03996,Male,IT,97,67,57,7.59,0,6.1,0
S03997,Female,AI,88,62,69,6.64,0,3.1,0
S03998,Male,Computer,62,53,64,5.38,1,3.5,1
S03999,Male,IT,80,64,57,7.49,0,6.0,0
S04000,Female,IT,70,66,81,7.99,0,5.0,0
S04001,Male,Computer,90,60,81,9.89,0,5.6,0
S04002,Female,Computer,85,76,76,7.02,1,7.7,0
S04003,Male,AI,95,58,64,8.09,0,3.6,0
S04004,Male,IT,92,90,86,6.65,0,4.6,0
S04005,Male,Computer,70,99,88,6.82,1,5.3,0
S04006,Male,Computer,88,67,91,9.31,0,3.1,0
S04007,Female,IT,85,60,81,7.66,0,7.5,0
S04008,Female,Computer,48,57,68,5.25,1,1.8,1
S04009,Female,AI,98,76,95,9.75,0,6.7,0
S04010,Male,Computer,84,59,96,9.67,0,6.6,0
S04011,Male,IT,64,42,47,5.37,2,3.2,1
S04012,Male,IT,80,55,75,8.19,0,6.5,0
S04013,Male,IT,68,55,91,9.37,0,3.6,0
S04014,Female,Computer,93,57,95,8.76,0,6.9,0
S04015,Male,AI,68,62,66,7.69,0,5.8,0
S04016,Male,Computer,95,60,83,8.75,0,4.9,0
S04017,Male,IT,93,78,57,7.74,0,5.5,0
S04018,Male,AI,80,56,99,6.74,0,6.4,0
S04019,Female,AI,57,54,70,5.18,3,3.0,1
S04020,Female,AI,89,73,96,8.25,0,6.6,0
S04021,Male,IT,83,77,64,9.93,0,5.9,0
S04022,Female,IT,60,62,59,6.53,1,2.7,1
S04023,Female,Computer,95,89,96,7.62,0,6.3,0
S04024,Male,IT,66,61,45,5.62,1,3.9,1
S04025,Female,AI,69,62,90,8.03,0,6.7,0
S04026,Male,AI,79,82,55,8.56,0,5.9,0
S04027,Male,AI,59,36,38,6.54,1,2.5,1
S04028,Female,AI,45,46,68,5.72,2,3.6,1
S04029,Male,Computer,94,63,99,7.85,0,7.4,0
S04030,Male,Computer,92,96,96,9.21,1,4.5,0
S04031,Male,IT,85,93,78,7.87,0,8.0,0
S04032,Male,Computer,48,41,58,5.6,3,3.5,1
S04033,Female,IT,76,77,57,6.67,0,3.5,0
S04034,Female,AI,98,81,95,8.16,0,5.7,0
S04035,Male,AI,68,50,51,5.82,2,2.5,1
S04036,Male,IT,86,96,90,7.57,0,4.9,0
S04037,Female,Computer,49,59,37,6.48,3,1.6,1
S04038,Female,IT,72,64,79,9.33,0,5.9,0
S04039,Female,AI,78,78,70,8.87,0,6.1,0
S04040,Male,AI,78,57,75,8.74,0,5.6,0
S04041,Female,IT,86,76,66,7.98,0,3.3,0
S04042,Female,AI,81,85,87,6.93,0,5.8,0
S04043,Female,AI,77,73,78,6.93,0,5.9,0
S04044,Male,Computer,52,37,63,6.09,3,2.3,1
S04045,Male,Computer,82,98,83,7.81,0,4.6,0
S04046,Female,AI,95,91,60,8.11,0,3.4,0
S04047,Male,AI,84,96,75,7.22,0,5.5,0
S04048,Male,Computer,96,77,57,9.5,0,7.5,0
S04049,Female,Computer,53,51,37,6.27,1,2.1,1
S04050,Female,IT,91,66,94,7.4,0,5.9,0
S04051,Female,AI,94,55,88,8.38,0,3.1,0
S04052,Female,Computer,82,72,61,6.71,0,3.1,0
S04053,Male,IT,95,71,94,7.18,0,7.2,0
S04054,Male,Computer,65,61,88,9.3,1,6.1,0
S04055,Male,Computer,80,78,83,9.9,0,4.1,0
S04056,Female,AI,69,61,60,7.64,1,3.2,0
S04057,Male,IT,90,58,96,6.82,1,4.4,0
S04058,Male,IT,55,64,55,5.37,1,1.0,1
S04059,Male,Computer,86,100,71,9.28,0,3.7,0
S04060,Male,AI,96,60,83,7.36,0,4.1,0
S04061,Female,IT,86,71,85,8.9,0,5.1,0
S04062,Male,AI,69,58,83,8.52,0,3.5,0
S04063,Male,IT,53,55,40,6.28,1,3.7,1
S04064,Male,IT,96,76,80,6.74,0,7.5,0
S04065,Female,IT,70,88,76,7.44,0,4.1,0
S04066,Male,IT,65,63,88,7.69,0,4.6,0
S04067,Female,AI,85,90,62,8.04,0,6.3,0
S04068,Female,AI,46,57,56,5.16,2,2.8,1
S04069,Male,Computer,72,96,98,6.86,0,3.8,0
S04070,Female,AI,48,44,35,6.3,1,3.4,1
S04071,Female,AI,77,92,62,7.5,0,5.1,0
S04072,Male,Computer,75,100,56,6.88,0,7.5,0
S04073,Male,Computer,97,96,74,8.96,1,6.1,0
S04074,Female,IT,84,89,59,8.92,0,5.3,0
S04075,Male,Computer,94,97,75,9.82,0,7.6,0
S04076,Female,IT,72,75,67,9.29,0,5.8,0
S04077,Male,Computer,46,51,55,6.57,1,1.3,1
S04078,Female,AI,80,73,66,8.4,0,6.6,0
S04079,Male,AI,81,80,66,9.8,1,7.2,0
S04080,Male,Computer,49,45,50,6.67,2,1.5,1
S04081,Female,IT,93,85,79,6.6,0,6.1,0
S04082,Male,AI,99,86,95,8.97,1,6.5,0
S04083,Female,IT,62,57,66,5.77,1,1.2,1
S04084,Female,AI,83,99,58,6.57,0,6.5,0
S04085,Female,Computer,66,61,66,6.73,1,1.9,1
S04086,Female,Computer,76,82,77,7.51,0,5.2,0
S04087,Male,AI,58,59,49,5.96,2,3.1,1
S04088,Male,AI,100,65,87,8.52,1,6.2,0
S04089,Male,IT,92,88,56,8.17,0,4.4,0
S04090,Male,IT,94,96,69,6.78,0,5.9,0
S04091,Male,Computer,76,98,60,8.78,0,4.2,0
S04092,Female,AI,45,61,65,6.77,3,1.0,1
S04093,Female,IT,62,52,54,5.93,3,2.7,1
S04094,Female,Computer,94,79,87,7.96,1,3.6,0
S04095,Male,Computer,65,75,92,7.75,0,5.8,0
S04096,Female,IT,75,78,92,7.66,0,4.0,0
S04097,Male,AI,55,54,39,5.5,1,2.7,1
S04098,Male,AI,72,100,61,6.59,1,5.5,0
S04099,Female,Computer,92,69,80,9.15,0,7.7,0
S04100,Female,AI,47,50,50,5.79,1,1.4,1
S04101,Female,Computer,96,87,84,9.54,0,8.0,0
S04102,Male,AI,65,61,69,5.02,3,1.2,1
S04103,Male,AI,79,77,74,8.86,0,7.4,0
S04104,Male,Computer,93,75,92,7.98,1,7.5,0
S04105,Male,Computer,64,61,48,5.28,1,3.7,1
S04106,Female,Computer,68,82,76,9.24,0,6.4,0
S04107,Male,Computer,99,61,87,9.3,0,6.5,0
S04108,Female,AI,70,98,57,9.71,0,3.3,0
S04109,Male,IT,53,35,69,4.97,1,1.4,1
S04110,Female,IT,65,52,65,5.87,3,3.4,1
S04111,Male,Computer,83,91,93,8.51,0,4.0,0
S04112,Male,Computer,84,97,86,7.4,0,4.5,0
S04113,Male,Computer,56,37,37,6.41,2,3.5,1
S04114,Male,Computer,54,38,47,5.04,2,2.1,1
S04115,Female,AI,68,85,64,8.9,0,6.4,0
S04116,Female,IT,94,63,97,6.8,1,7.0,0
S04117,Male,AI,100,92,90,8.24,1,5.5,0
S04118,Female,AI,88,59,68,8.25,1,6.3,0
S04119,Male,Computer,70,89,91,7.28,1,6.2,0
S04120,Male,Computer,95,69,57,7.46,0,5.9,0
S04121,Female,IT,91,87,60,8.76,1,7.1,0
S04122,Male,IT,62,63,36,5.8,3,3.0,1
S04123,Female,AI,80,95,95,9.28,0,7.4,0
S04124,Female,AI,77,91,61,9.19,0,4.2,0
S04125,Female,AI,56,63,52,6.45,3,1.6,1
S04126,Male,AI,47,56,55,5.3,2,1.7,1
S04127,Female,IT,65,63,58,9.09,0,6.8,0
S04128,Male,IT,82,66,58,8.9,0,4.8,0
S04129,Female,AI,79,98,75,7.43,0,5.3,0
S04130,Female,IT,97,88,89,9.9,0,6.2,0
S04131,Male,Computer,67,57,84,9.23,0,7.6,0
S04132,Male,AI,69,62,66,7.53,0,6.4,0
S04133,Female,AI,65,72,61,9.8,0,7.8,0
S04134,Female,AI,95,60,88,7.96,0,3.7,0
S04135,Female,Computer,84,86,58,8.93,1,5.4,0
S04136,Male,Computer,97,84,84,9.23,0,4.2,0
S04137,Female,IT,83,97,73,7.28,0,5.3,0
S04138,Male,IT,92,88,91,9.97,1,6.3,0
S04139,Female,AI,68,68,95,9.22,0,7.0,0
S04140,Male,AI,94,83,94,8.58,0,4.3,0
S04141,Male,IT,83,88,62,6.87,0,3.3,0
S04142,Female,IT,80,60,71,9.73,1,7.1,0
S04143,Male,AI,75,84,78,8.58,1,3.3,0
S04144,Male,IT,94,72,67,9.05,0,4.8,0
S04145,Female,AI,66,99,76,7.23,0,4.6,0
S04146,Male,Computer,55,43,41,6.07,1,2.8,1
S04147,Male,AI,57,35,66,5.0,3,2.2,1
S04148,Male,Computer,88,63,66,6.76,0,4.3,0
S04149,Female,IT,80,78,67,8.46,0,4.6,0
S04150,Female,Computer,58,38,55,6.14,3,2.7,1
S04151,Female,IT,91,99,60,8.37,0,4.6,0
S04152,Female,IT,74,80,88,6.95,0,3.3,0
S04153,Male,IT,84,57,66,9.3,0,4.0,0
S04154,Female,AI,87,87,58,8.93,0,7.4,0
S04155,Male,AI,86,56,86,7.61,1,6.6,0
S04156,Male,AI,93,68,78,7.41,0,7.6,0
S04157,Female,Computer,95,86,86,8.19,0,6.9,0
S04158,Female,AI,80,57,74,7.99,0,3.2,0
S04159,Male,IT,97,63,79,7.54,1,3.6,0
S04160,Female,IT,78,86,84,8.58,0,7.5,0
S04161,Female,AI,66,92,61,6.99,0,7.4,0
S04162,Female,Computer,88,71,77,9.06,1,3.2,0
S04163,Female,Computer,79,64,95,9.1,1,3.2,0
S04164,Male,IT,88,97,61,8.97,0,4.0,0
S04165,Female,Computer,88,58,96,9.39,0,4.2,0
S04166,Female,IT,94,90,91,7.75,0,5.1,0
S04167,Female,AI,91,71,76,9.74,0,6.0,0
S04168,Female,AI,94,87,62,7.11,0,6.6,0
S04169,Female,AI,74,83,61,8.35,0,7.3,0
S04170,Female,Computer,64,65,48,5.59,3,3.7,1
S04171,Female,IT,58,64,52,6.22,3,1.8,1
S04172,Male,IT,89,76,97,7.78,0,3.8,0
S04173,Female,Computer,72,56,77,6.52,0,6.5,0
S04174,Male,AI,75,57,85,9.21,0,6.4,0
S04175,Female,AI,98,100,63,8.05,1,5.5,0
S04176,Female,Computer,78,75,99,7.43,0,7.1,0
S04177,Female,Computer,73,100,83,8.32,0,6.0,0
S04178,Male,Computer,87,62,57,6.54,1,3.0,0
S04179,Female,Computer,51,63,51,6.71,3,2.6,1
S04180,Female,IT,96,59,78,9.66,1,4.2,0
S04181,Male,IT,62,53,70,5.19,3,2.4,1
S04182,Male,AI,88,58,85,8.68,0,5.3,0
S04183,Male,Computer,95,67,72,9.79,0,5.6,0
S04184,Male,Computer,94,97,78,8.62,0,5.6,0
S04185,Female,AI,65,93,58,8.15,0,3.1,0
S04186,Female,Computer,72,88,92,9.46,0,4.7,0
S04187,Male,AI,85,91,81,9.2,0,4.2,0
S04188,Male,IT,98,84,77,6.9,0,5.2,0
S04189,Male,Computer,45,61,70,5.85,1,3.4,1
S04190,Male,AI,69,84,76,6.54,0,3.6,0
S04191,Male,Computer,61,55,69,5.65,3,2.0,1
S04192,Female,IT,99,76,55,8.56,0,4.5,0
S04193,Male,IT,93,66,70,7.87,0,6.4,0
S04194,Male,IT,58,65,56,5.01,1,1.9,1
S04195,Male,Computer,79,96,90,7.45,0,7.6,0
S04196,Female,IT,60,63,59,5.32,1,3.8,1
S04197,Male,AI,71,82,100,9.13,1,5.2,0
S04198,Male,IT,100,98,99,7.97,0,5.7,0
S04199,Female,IT,70,58,80,8.76,1,5.3,0
S04200,Male,IT,70,87,83,8.69,1,5.7,0
S04201,Female,Computer,68,59,65,7.48,0,7.4,0
S04202,Male,IT,87,98,97,8.59,0,7.6,0
S04203,Female,Computer,93,89,55,7.45,0,4.5,0
S04204,Female,AI,89,77,59,9.31,1,4.9,0
S04205,Male,IT,73,58,69,8.84,0,5.3,0
S04206,Male,IT,72,64,78,7.86,1,8.0,0
S04207,Male,Computer,65,56,90,9.23,1,6.3,0
S04208,Female,AI,52,39,54,5.16,2,2.1,1
S04209,Male,AI,65,76,86,9.34,0,5.0,0
S04210,Male,AI,66,67,72,6.76,0,7.1,0
S04211,Female,IT,73,92,87,7.63,0,6.1,0
S04212,Female,AI,66,86,57,7.99,0,5.5,0
S04213,Female,Computer,80,70,83,6.61,0,6.9,0
S04214,Male,AI,96,74,73,7.19,1,3.4,0
S04215,Female,Computer,94,82,66,9.56,0,7.5,0
S04216,Female,IT,85,71,78,9.42,1,5.1,0
S04217,Male,IT,96,74,59,7.46,1,5.5,0
S04218,Male,AI,48,58,67,5.8,1,2.3,1
S04219,Female,AI,70,95,65,6.98,0,5.9,0
S04220,Male,Computer,66,55,84,8.95,0,4.1,0
S04221,Male,AI,83,100,72,9.82,0,7.6,0
S04222,Female,IT,95,59,78,9.41,0,3.6,0
S04223,Female,AI,89,55,73,7.6,0,5.9,0
S04224,Male,IT,84,78,83,8.79,1,7.6,0
S04225,Female,IT,95,82,79,7.9,0,5.4,0
S04226,Female,Computer,73,55,87,8.85,0,7.2,0
S04227,Male,AI,86,75,66,6.75,0,3.3,0
S04228,Female,AI,62,51,66,6.79,2,2.1,1
S04229,Female,Computer,58,37,70,5.52,1,2.2,1
S04230,Male,AI,94,98,69,8.76,1,6.9,0
S04231,Female,Computer,70,50,43,5.41,2,1.6,1
S04232,Male,Computer,47,43,50,4.91,1,2.6,1
S04233,Male,AI,80,70,56,9.64,0,7.6,0
S04234,Female,AI,56,43,67,5.86,2,2.6,1
S04235,Female,IT,54,46,44,5.94,1,2.0,1
S04236,Female,Computer,94,71,77,8.09,0,4.6,0
S04237,Female,AI,77,96,87,8.1,0,6.3,0
S04238,Female,IT,92,94,82,9.91,0,6.3,0
S04239,Male,AI,87,100,89,8.03,0,3.3,0
S04240,Male,IT,89,57,99,6.93,0,6.9,0
S04241,Female,Computer,92,93,74,8.72,1,6.5,0
S04242,Male,AI,70,63,69,5.37,2,2.6,1
S04243,Female,Computer,94,67,82,8.18,0,3.5,0
S04244,Male,Computer,96,59,93,9.16,0,7.3,0
S04245,Male,Computer,66,49,45,5.0,1,1.4,1
S04246,Female,AI,46,55,52,6.6,3,3.4,1
S04247,Male,IT,82,81,99,7.14,0,3.5,0
S04248,Female,IT,80,93,68,9.95,0,3.2,0
S04249,Male,IT,49,47,43,5.45,3,2.6,1
S04250,Female,Computer,96,75,75,9.81,0,3.3,0
S04251,Female,Computer,54,51,54,5.18,2,1.1,1
S04252,Female,IT,68,54,48,6.28,1,3.8,1
S04253,Male,AI,94,56,63,7.43,0,4.5,0
S04254,Male,Computer,64,35,64,5.77,3,2.7,1
S04255,Male,AI,80,63,86,8.16,0,5.4,0
S04256,Female,IT,90,59,83,6.95,0,5.4,0
S04257,Male,IT,100,61,73,8.14,0,3.9,0
S04258,Female,IT,86,98,70,8.53,0,6.0,0
S04259,Male,IT,73,59,77,6.71,0,4.0,0
S04260,Female,Computer,68,82,65,8.15,0,5.5,0
S04261,Female,IT,78,100,91,6.74,0,6.0,0
S04262,Male,Computer,72,99,93,6.88,1,4.7,0
S04263,Male,AI,88,75,84,8.84,0,7.7,0
S04264,Male,Computer,70,81,98,7.15,0,3.2,0
S04265,Female,AI,85,93,60,6.66,0,7.2,0
S04266,Male,IT,78,80,72,7.52,0,7.1,0
S04267,Female,AI,49,40,35,6.06,2,2.9,1
S04268,Male,IT,97,70,75,7.05,0,7.2,0
S04269,Female,AI,95,61,58,8.61,0,3.9,0
S04270,Female,Computer,46,53,37,6.6,3,2.3,1
S04271,Male,IT,92,96,85,9.76,0,4.4,0
S04272,Female,AI,95,65,90,8.8,1,6.3,0
S04273,Male,IT,91,95,68,7.27,0,7.1,0
S04274,Female,AI,91,88,73,9.78,0,4.7,0
S04275,Female,AI,72,84,75,8.23,0,7.9,0
S04276,Male,AI,96,80,91,8.86,0,6.5,0
S04277,Female,AI,91,55,57,9.25,0,6.5,0
S04278,Female,AI,76,91,80,9.08,0,6.2,0
S04279,Male,Computer,76,63,75,6.82,0,4.7,0
S04280,Female,AI,77,84,96,6.96,1,5.0,0
S04281,Male,IT,49,64,62,5.41,1,1.6,1
S04282,Female,Computer,79,86,64,7.13,0,3.6,0
S04283,Male,IT,74,74,97,7.17,0,3.8,0
S04284,Female,Computer,66,56,54,5.94,1,2.7,1
S04285,Male,IT,86,67,93,6.69,1,5.7,0
S04286,Male,AI,83,86,80,8.1,0,3.3,0
S04287,Female,AI,54,47,62,6.76,2,2.8,1
S04288,Male,IT,65,98,91,8.72,0,5.6,0
S04289,Male,AI,66,88,75,7.67,0,4.7,0
S04290,Female,Computer,76,79,79,8.48,0,4.1,0
S04291,Male,IT,75,86,70,8.71,0,6.6,0
S04292,Female,AI,75,85,58,9.05,0,5.3,0
S04293,Male,AI,81,95,71,9.56,1,5.1,0
S04294,Male,Computer,84,93,79,6.8,0,7.9,0
S04295,Female,Computer,100,79,88,8.93,1,7.7,0
S04296,Male,IT,81,56,70,8.88,0,3.4,0
S04297,Female,AI,91,60,69,8.84,0,3.2,0
S04298,Male,AI,71,89,70,8.41,0,5.0,0
S04299,Male,IT,69,63,96,9.41,0,5.5,0
S04300,Female,AI,80,95,94,8.43,0,3.5,0
S04301,Male,Computer,66,59,79,7.25,0,3.9,0
S04302,Male,AI,63,38,58,5.1,1,3.8,1
S04303,Male,IT,78,98,59,7.52,0,6.0,0
S04304,Male,Computer,46,40,50,5.04,3,3.7,1
S04305,Female,Computer,48,40,57,6.01,1,1.3,1
S04306,Female,IT,90,91,99,8.91,0,6.5,0
S04307,Male,AI,70,84,79,9.54,0,7.1,0
S04308,Male,IT,98,70,71,9.97,1,3.6,0
S04309,Male,IT,96,74,82,8.67,0,5.3,0
S04310,Male,AI,93,55,63,8.19,0,7.5,0
S04311,Female,Computer,52,56,68,4.82,3,3.8,1
S04312,Male,IT,72,66,68,7.09,1,6.3,0
S04313,Male,Computer,78,66,71,8.94,0,3.7,0
S04314,Female,Computer,89,65,78,7.02,0,7.4,0
S04315,Male,Computer,58,49,57,6.25,1,2.6,1
S04316,Male,Computer,96,98,56,6.86,0,5.0,0
S04317,Male,Computer,94,89,81,9.08,0,3.9,0
S04318,Male,IT,57,62,51,6.31,2,2.3,1
S04319,Male,Computer,64,53,54,4.97,3,3.4,1
S04320,Female,Computer,66,73,98,6.54,0,3.4,0
S04321,Female,Computer,55,35,63,5.44,2,1.0,1
S04322,Female,AI,100,73,81,9.75,1,3.3,0
S04323,Female,AI,93,94,86,6.67,0,5.8,0
S04324,Male,Computer,90,72,97,7.53,0,4.7,0
S04325,Male,IT,65,60,86,9.66,1,3.8,0
S04326,Female,Computer,73,90,66,8.48,0,7.2,0
S04327,Male,Computer,48,37,45,4.93,1,1.8,1
S04328,Female,Computer,99,56,59,9.6,0,4.8,0
S04329,Male,IT,55,37,39,6.15,3,3.1,1
S04330,Female,IT,70,84,58,8.84,0,5.7,0
S04331,Female,AI,97,90,80,9.83,0,3.8,0
S04332,Female,Computer,66,74,95,7.54,0,7.7,0
S04333,Male,AI,48,38,52,6.44,2,3.1,1
S04334,Female,AI,93,81,59,8.55,0,3.6,0
S04335,Female,AI,60,36,44,6.38,2,2.3,1
S04336,Female,Computer,95,84,57,6.95,0,6.3,0
S04337,Male,IT,87,69,74,8.08,0,5.2,0
S04338,Male,IT,74,58,94,9.71,0,5.7,0
S04339,Female,Computer,97,86,66,9.92,0,6.1,0
S04340,Male,Computer,86,99,85,9.62,0,3.8,0
S04341,Female,Computer,80,91,87,7.9,1,4.0,0
S04342,Female,IT,83,72,63,8.87,0,5.9,0
S04343,Male,IT,90,98,77,6.96,0,6.0,0
S04344,Female,AI,75,64,85,7.37,0,7.2,0
S04345,Female,Computer,75,58,61,7.94,0,4.2,0
S04346,Male,Computer,73,60,78,7.89,0,4.3,0
S04347,Female,Computer,91,68,80,7.1,1,3.9,0
S04348,Male,Computer,67,73,72,7.43,0,7.0,0
S04349,Male,AI,84,68,72,9.55,0,3.4,0
S04350,Male,IT,81,73,91,7.66,0,3.8,0
S04351,Male,AI,84,66,95,9.19,1,4.2,0
S04352,Male,IT,64,38,42,6.76,2,1.8,1
S04353,Female,AI,81,97,79,7.51,1,3.9,0
S04354,Female,AI,78,96,94,8.66,1,4.9,0
S04355,Male,IT,65,58,84,7.61,0,4.3,0
S04356,Male,AI,82,85,91,7.12,0,3.2,0
S04357,Female,AI,55,58,47,6.8,1,3.2,1
S04358,Male,Computer,84,70,85,8.37,1,7.7,0
S04359,Female,Computer,69,72,95,7.96,1,5.1,0
S04360,Female,Computer,89,93,95,7.95,1,7.6,0
S04361,Male,Computer,69,88,86,8.59,0,4.9,0
S04362,Male,IT,69,43,63,4.97,3,1.0,1
S04363,Male,Computer,73,67,60,7.95,0,7.5,0
S04364,Male,Computer,95,65,90,9.75,1,6.9,0
S04365,Male,AI,50,36,70,5.58,1,1.8,1
S04366,Female,Computer,94,94,80,9.17,1,5.5,0
S04367,Female,Computer,46,55,39,5.37,2,3.5,1
S04368,Male,IT,95,69,86,7.09,1,3.3,0
S04369,Female,AI,98,100,75,9.09,0,5.3,0
S04370,Female,AI,92,68,86,8.96,0,6.0,0
S04371,Male,IT,95,91,85,8.81,0,4.9,0
S04372,Female,Computer,71,57,78,8.55,0,6.6,0
S04373,Male,IT,53,61,49,5.94,1,2.0,1
S04374,Female,AI,49,51,57,6.33,3,2.2,1
S04375,Female,IT,91,68,77,7.58,1,7.5,0
S04376,Female,Computer,85,60,65,6.8,0,5.5,0
S04377,Male,IT,49,47,54,6.48,2,3.7,1
S04378,Male,Computer,87,92,73,6.71,0,7.9,0
S04379,Male,IT,80,76,65,9.3,0,5.4,0
S04380,Female,AI,86,57,83,9.03,1,7.6,0
S04381,Female,IT,79,86,71,8.46,0,6.6,0
S04382,Male,IT,50,65,56,6.68,3,2.7,1
S04383,Female,IT,68,60,97,8.22,0,6.9,0
S04384,Male,IT,76,94,72,8.47,1,4.6,0
S04385,Male,Computer,90,86,71,8.88,0,3.7,0
S04386,Male,AI,82,57,83,6.5,0,6.8,0
S04387,Female,AI,73,73,64,7.95,0,5.3,0
S04388,Female,Computer,99,76,59,8.98,0,6.4,0
S04389,Female,IT,86,65,94,7.5,0,4.6,0
S04390,Female,AI,53,36,67,5.51,1,2.2,1
S04391,Male,Computer,91,59,59,8.35,1,5.6,0
S04392,Male,IT,50,55,59,6.6,3,3.7,1
S04393,Male,AI,97,57,73,6.86,0,5.4,0
S04394,Female,Computer,77,98,69,6.71,0,4.5,0
S04395,Male,AI,80,81,96,9.32,1,3.3,0
S04396,Male,AI,64,64,47,4.97,2,3.7,1
S04397,Male,AI,47,36,50,6.66,2,3.2,1
S04398,Female,IT,94,84,70,9.49,0,6.8,0
S04399,Female,IT,87,74,76,8.66,0,4.0,0
S04400,Male,AI,81,67,77,9.2,0,3.5,0
S04401,Male,Computer,78,91,75,7.8,0,7.1,0
S04402,Male,Computer,77,96,60,7.22,0,4.6,0
S04403,Female,IT,66,84,56,7.0,0,3.1,0
S04404,Male,IT,59,44,41,5.44,1,3.2,1
S04405,Female,IT,95,82,65,6.88,1,7.8,0
S04406,Male,AI,73,84,99,9.58,1,4.2,0
S04407,Male,AI,92,91,75,9.39,0,4.7,0
S04408,Male,Computer,88,87,94,7.22,1,6.8,0
S04409,Male,IT,99,71,88,9.95,0,6.0,0
S04410,Female,AI,70,79,98,9.04,0,6.7,0
S04411,Female,IT,90,97,73,9.99,1,4.3,0
S04412,Female,Computer,65,56,71,6.75,0,3.8,0
S04413,Male,AI,96,89,78,7.66,1,7.5,0
S04414,Male,AI,96,93,98,7.71,0,3.6,0
S04415,Female,IT,67,94,98,9.14,1,5.5,0
S04416,Female,Computer,97,99,56,6.7,0,6.3,0
S04417,Female,IT,67,95,86,7.34,1,3.2,0
S04418,Male,Computer,79,97,74,6.54,1,5.9,0
S04419,Male,AI,89,72,77,8.19,0,5.4,0
S04420,Female,AI,61,57,47,6.54,3,3.3,1
S04421,Female,AI,86,60,77,8.88,1,7.5,0
S04422,Female,AI,69,77,77,9.1,0,6.5,0
S04423,Female,IT,70,81,81,8.46,0,7.9,0
S04424,Male,IT,80,79,71,7.93,0,4.7,0
S04425,Female,IT,58,38,39,5.24,3,2.0,1
S04426,Male,Computer,56,64,39,5.82,2,2.2,1
S04427,Female,Computer,70,64,96,8.98,1,7.2,0
S04428,Female,AI,89,92,86,8.44,1,5.9,0
S04429,Female,AI,63,48,49,4.92,1,2.5,1
S04430,Male,IT,89,91,66,7.13,0,7.1,0
S04431,Male,IT,80,55,62,6.97,0,5.0,0
S04432,Male,Computer,78,61,93,6.82,1,4.2,0
S04433,Male,AI,87,69,79,6.52,0,3.9,0
S04434,Male,IT,58,50,48,6.08,2,2.5,1
S04435,Female,IT,83,65,93,8.32,0,3.0,0
S04436,Female,Computer,67,68,65,8.14,0,4.1,0
S04437,Male,IT,76,100,83,7.57,1,4.0,0
S04438,Female,Computer,79,76,81,6.78,0,3.1,0
S04439,Male,AI,58,62,56,5.81,2,3.9,1
S04440,Male,AI,69,100,61,6.83,0,5.5,0
S04441,Male,IT,66,68,95,7.87,1,5.0,0
S04442,Female,AI,84,85,66,8.27,0,3.8,0
S04443,Female,AI,86,55,67,7.2,1,6.1,0
S04444,Male,AI,82,56,69,8.22,0,4.7,0
S04445,Male,AI,77,64,100,7.38,0,3.6,0
S04446,Female,AI,93,61,92,8.71,0,7.1,0
S04447,Male,Computer,97,84,90,6.72,0,3.6,0
S04448,Female,IT,64,44,69,6.01,3,2.1,1
S04449,Male,AI,75,55,100,6.76,0,4.4,0
S04450,Female,IT,82,91,60,7.36,0,5.0,0
S04451,Female,IT,87,63,87,9.66,0,7.8,0
S04452,Female,Computer,85,97,72,8.98,0,7.4,0
S04453,Male,AI,81,92,73,7.16,0,6.7,0
S04454,Female,IT,91,80,59,9.03,0,7.6,0
S04455,Female,IT,66,57,100,9.63,0,6.5,0
S04456,Female,AI,93,87,67,7.0,0,5.8,0
